,,,TÊN SÁCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XBK + FORMA,Hộp chốt,Tổng bán FORMA,,,,,,,2024,2025,2026,2025,,,,,,,,,,,,2026,,,,,,,,,,,
,,,,SL IN,% BÁN/ IN,TỒN,% TỒN,TẶNG,Tổng 2024,Tổng 2025,Tổng 2026,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12,Tháng 1,Tháng 2,Tháng 3,Tháng 4,Tháng 5,Tháng 6,Tháng 7,Tháng 8,Tháng 9,Tháng 10,Tháng 11,Tháng 12
166,,166,Ông cha đạo ở Wakefield,1200,"13,83%",1034,86%,,,,166,,,,,,,,,,,,,123,16,6,10,3,7,1,,,,,
190,,190,Người phụ tá,1200,"15,83%",1010,84%,,,,190,,,,,,,,,,,,,126,14,12,17,5,10,6,,,,,
165,,165,Tay điệp viên,1200,"13,75%",1035,86%,,,,165,,,,,,,,,,,,,128,13,5,6,2,8,3,,,,,
174,,174,Tên mọi trên tàu Narcissus,1200,"14,50%",1026,86%,,,,174,,,,,,,,,,,,,131,10,9,11,1,8,4,,,,,
95,,95,Khác thời đại,500,"19,00%",405,81%,,,,95,,,,,,,,,,,,,,,,82,7,3,3,,,,,
140,,140,Anh em Tanner,1200,"11,67%",1060,88%,,,,140,,,,,,,,,,,,,,,,98,18,14,10,,,,,
95,,95,Nhà xứ cũ,500,"19,00%",405,81%,,,,95,,,,,,,,,,,,,,,,79,3,7,6,,,,,
113,,113,Jakob von Gunten,1200,"9,42%",1087,91%,,,,113,,,,,,,,,,,,,,,,,61,41,11,,,,,
146,,146,Đốt kho,1200,"12,17%",1054,88%,,,,146,,,,,,,,,,,,,,,,,63,65,18,,,,,
0,,,Ferdydurke,1500,"0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,Malte Laurids Brigge,1200,"0,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
